building_type,climate_zone,budget_level,area_sqft,floors,ceiling_height,occupancy,operating_hours,building_age,outdoor_temp,humidity,insulation,glass_ratio,recommended_hvac
Residential,Hot,High,939.93,1.0,10.44,20.0,11.0,16.0,35.05,40.5,Excellent,Low,VRF
Residential,Hot,Medium,1946.42,2.0,10.82,30.0,12.0,11.0,37.46,46.48,Good,Low,Split AC
Industrial,Cold,High,96778.57,4.0,17.57,3060.0,17.0,16.0,16.91,22.66,Good,Medium,VRF
Office,Humid,Medium,18385.4,1.0,10.69,1275.0,8.0,14.0,37.46,88.4,Average,Medium,Multi-Split
Retail,Hot,High,67718.78,1.0,12.87,4339.0,15.0,21.0,47.11,62.4,Excellent,Medium,VRF
Residential,Cold,Medium,500.0,1.0,9.96,6.0,6.0,5.0,23.9,32.15,Average,Low,Split AC
Office,Cold,Medium,24705.39,2.0,13.33,1385.0,9.0,16.0,23.04,25.54,Average,Medium,VRF
Hospital,Humid,,98450.25,6.0,14.76,15653.0,22.0,10.0,35.34,80.69,Average,Low,Central Chiller
Hospital,Cold,Low,222167.98,12.0,13.8,35542.0,21.0,10.0,20.22,35.29,Poor,Medium,Central Chiller
Retail,Humid,Medium,21019.87,1.0,15.68,1612.0,10.0,18.0,39.32,78.22,Average,Medium,Multi-Split
Retail,Hot,Medium,500.0,1.0,17.04,52.0,15.0,30.0,33.37,36.93,Average,High,Packaged Unit
Residential,Hot,Medium,2923.0,1.0,9.38,94.0,7.0,39.0,36.64,61.13,Average,Low,VRF
Residential,Warm,Low,2147.29,1.0,8.68,31.0,11.0,14.0,20.5,41.04,Average,Low,Split AC
Retail,Warm,High,27688.07,2.0,16.67,2251.0,14.0,4.0,30.1,50.61,Good,High,Central Chiller
Office,Warm,Low,37471.97,1.0,12.09,796.0,10.0,20.0,34.32,49.36,Poor,High,Split AC
Retail,Hot,High,47599.4,1.0,13.35,4221.0,15.0,16.0,34.0,39.98,Good,Medium,VRF
Residential,Humid,Medium,2066.47,1.0,10.27,42.0,8.0,17.0,31.98,93.45,Good,Low,Multi-Split
Industrial,Cold,Low,92436.97,4.0,15.96,3157.0,,20.0,18.17,35.77,Poor,Medium,Central Chiller
Residential,Humid,High,2443.52,1.0,9.76,95.0,9.0,29.0,36.84,86.78,Excellent,Low,Split AC
Industrial,Humid,Low,73600.68,2.0,19.66,5903.0,20.0,9.0,24.78,79.61,Average,Low,Central Chiller
Office,Warm,Low,26858.21,1.0,11.37,1737.0,8.0,36.0,25.85,50.36,Average,Medium,Packaged Unit
Office,Humid,High,44532.48,1.0,12.1,2073.0,11.0,13.0,25.29,80.99,Excellent,High,VRF
Office,Warm,High,32235.21,2.0,10.32,2870.0,8.0,0.0,28.85,48.1,Good,Medium,Packaged Unit
,Warm,Medium,38312.4,4.0,15.49,1073.0,15.0,19.0,30.57,43.05,Average,Low,Packaged Unit
Industrial,Hot,Medium,46485.86,2.0,28.76,2233.0,23.0,11.0,35.22,40.49,Average,Low,Packaged Unit
Residential,Hot,Low,1921.94,1.0,9.71,,13.0,22.0,42.69,37.07,Average,Medium,Split AC
Residential,Hot,,3391.12,1.0,9.37,61.0,6.0,10.0,46.16,47.23,,Low,Multi-Split
Residential,Cold,Medium,1343.47,1.0,8.49,41.0,7.0,5.0,13.0,,Good,Medium,Split AC
Residential,Humid,Low,2565.37,1.0,10.37,68.0,6.0,17.0,37.69,,Average,,Multi-Split
Retail,Hot,High,33120.77,1.0,16.33,,10.0,26.0,38.77,26.83,Good,Medium,Packaged Unit
Hospital,Hot,Medium,142090.13,6.0,14.57,7597.0,23.0,2.0,35.87,52.11,Good,Low,Central Chiller
Residential,Warm,High,2244.0,1.0,8.95,47.0,10.0,34.0,29.57,46.1,Average,,Multi-Split
Industrial,Hot,Medium,34390.85,1.0,26.6,2575.0,14.0,37.0,30.74,41.1,Good,Low,Packaged Unit
Industrial,Warm,High,103184.45,4.0,29.5,4521.0,12.0,47.0,23.8,65.08,Average,Low,Packaged Unit
Office,Warm,Medium,35157.58,1.0,12.13,3315.0,11.0,28.0,31.16,40.53,Good,Medium,Packaged Unit
Residential,Hot,Medium,2013.34,1.0,9.07,34.0,12.0,8.0,46.58,28.22,,,Multi-Split
Residential,Warm,Low,2579.34,,8.44,43.0,11.0,36.0,28.58,45.81,Average,Medium,Split AC
Industrial,Humid,Low,143576.39,8.0,21.05,4212.0,19.0,17.0,32.04,81.49,Poor,Medium,Central Chiller
Retail,Hot,Low,,2.0,12.05,1331.0,13.0,18.0,42.32,19.26,Poor,High,Central Chiller
Hospital,Hot,Medium,108363.89,5.0,15.96,9848.0,21.0,2.0,42.66,35.97,,Low,Central Chiller
Retail,Humid,Medium,62130.16,5.0,14.41,8155.0,12.0,7.0,34.01,92.06,Average,Medium,VRF
Residential,Hot,Medium,1234.92,1.0,9.48,6.0,7.0,15.0,35.47,,Average,Medium,Split AC
Residential,Humid,Medium,1787.23,1.0,8.09,49.0,10.0,13.0,25.84,87.44,Poor,Low,Packaged Unit
Retail,Hot,High,36952.23,1.0,14.77,2468.0,14.0,8.0,38.56,60.64,Average,Medium,Packaged Unit
Residential,Hot,Low,3028.42,1.0,10.69,15.0,12.0,0.0,40.63,42.36,Average,Medium,Split AC
Office,Hot,Low,31366.78,2.0,10.04,1576.0,10.0,44.0,41.71,40.21,Poor,Medium,VRF
Hospital,Warm,Medium,96511.38,4.0,11.26,3790.0,23.0,27.0,30.48,54.3,Average,,Multi-Split
Office,Humid,Medium,27411.45,1.0,11.57,2101.0,10.0,33.0,37.96,87.06,Average,Medium,VRF
Hospital,,High,108090.69,5.0,12.87,8188.0,23.0,19.0,40.31,37.71,Excellent,Low,Central Chiller
Residential,Humid,High,1742.48,2.0,10.2,28.0,9.0,20.0,33.49,79.55,Average,Low,Split AC
Office,Hot,Medium,17835.09,1.0,13.76,1341.0,8.0,39.0,41.68,49.47,Average,High,Multi-Split
Office,Warm,Medium,39844.39,1.0,13.27,4294.0,9.0,43.0,29.86,39.74,Poor,High,VRF
Office,Warm,Medium,29792.04,2.0,10.94,729.0,10.0,38.0,22.69,,Average,High,Multi-Split
Office,Warm,High,14705.38,1.0,12.57,396.0,11.0,18.0,,33.67,Good,High,Multi-Split
Office,Humid,Low,25109.47,2.0,13.89,1042.0,9.0,10.0,22.1,76.52,Poor,Medium,VRF
Residential,Humid,Medium,500.0,1.0,9.96,9.0,12.0,22.0,28.72,92.02,Poor,Medium,Split AC
Hospital,Humid,Low,164103.01,10.0,11.52,14200.0,20.0,8.0,38.78,84.68,Average,,Central Chiller
Residential,Cold,Medium,2180.36,1.0,10.72,48.0,9.0,35.0,12.04,38.29,Good,Medium,Split AC
,Humid,Low,1951.31,1.0,8.19,15.0,11.0,52.0,34.38,83.68,Poor,Low,VRF
Retail,Hot,Low,33281.93,1.0,13.62,3475.0,11.0,18.0,38.02,38.42,Average,High,Packaged Unit
Retail,,High,9302.58,1.0,17.5,776.0,13.0,0.0,29.96,40.79,Excellent,Medium,Multi-Split
Office,Warm,High,43826.4,3.0,13.69,5469.0,9.0,2.0,29.54,64.9,Excellent,Medium,Central Chiller
Office,Humid,,37839.75,1.0,10.99,2773.0,8.0,21.0,33.39,91.17,Average,Medium,Packaged Unit
Residential,Humid,Medium,1420.39,1.0,9.52,40.0,10.0,0.0,42.13,72.61,Poor,Low,Split AC
Office,Humid,Medium,25971.43,1.0,12.38,1065.0,11.0,20.0,29.63,98.97,Average,High,Packaged Unit
Office,Cold,High,25771.29,2.0,12.5,1324.0,11.0,33.0,12.88,44.09,Good,High,Multi-Split
Retail,Hot,Low,39173.3,2.0,16.98,1807.0,12.0,21.0,37.92,39.87,Poor,Medium,Packaged Unit
Office,Warm,Low,31491.14,2.0,10.91,2015.0,10.0,17.0,28.36,72.5,Average,High,VRF
Residential,Hot,Medium,2016.06,1.0,10.02,21.0,7.0,13.0,37.73,27.42,Average,Low,Split AC
Residential,Cold,,1438.5,1.0,10.6,53.0,11.0,24.0,14.31,50.1,Poor,Low,Split AC
Retail,Cold,High,34882.84,1.0,,3308.0,14.0,0.0,13.69,35.31,Average,High,VRF
Office,Warm,Medium,25721.23,1.0,10.12,452.0,11.0,25.0,21.9,62.37,Average,Medium,Packaged Unit
Residential,,Low,1590.66,1.0,8.66,51.0,9.0,11.0,27.08,54.36,Average,Low,Split AC
Residential,Hot,High,3249.02,1.0,10.25,94.0,6.0,,40.7,39.45,Good,Low,Multi-Split
Office,Warm,Medium,44681.84,2.0,11.73,2155.0,11.0,13.0,28.92,49.44,Good,Medium,Packaged Unit
Hospital,Warm,Medium,142868.87,6.0,13.93,21917.0,21.0,46.0,30.29,56.36,Average,Medium,Central Chiller
Office,Warm,Low,8545.91,2.0,13.64,320.0,11.0,27.0,27.03,47.62,Poor,High,Multi-Split
Retail,Warm,Low,47141.14,3.0,16.05,3802.0,15.0,16.0,30.04,60.25,Average,Medium,VRF
Residential,Humid,High,2026.98,1.0,8.05,61.0,6.0,38.0,33.52,77.95,Good,Medium,VRF
Industrial,Warm,Medium,98661.11,7.0,27.24,3462.0,21.0,27.0,23.89,44.37,Good,Medium,VRF
Residential,Hot,High,2349.11,1.0,9.33,59.0,10.0,17.0,36.76,38.21,Good,Medium,VRF
Hospital,Hot,Medium,156795.34,9.0,14.32,14359.0,23.0,41.0,38.3,32.34,Average,Low,Central Chiller
Office,Hot,Medium,38405.43,1.0,11.97,3291.0,8.0,13.0,36.07,37.75,Average,Medium,Multi-Split
Residential,Hot,Low,2807.28,2.0,9.07,71.0,12.0,11.0,41.72,28.13,Average,Low,Multi-Split
Residential,Warm,Medium,500.0,2.0,9.97,12.0,13.0,13.0,28.73,52.96,Average,Low,VRF
Retail,Cold,Medium,43544.91,1.0,16.3,2671.0,12.0,22.0,12.19,34.4,Average,High,Packaged Unit
Residential,Humid,High,2895.68,1.0,8.32,110.0,8.0,23.0,31.84,77.35,Excellent,Medium,Multi-Split
Office,Cold,Low,19833.63,1.0,13.1,1455.0,11.0,38.0,16.78,37.36,Average,Medium,VRF
Residential,Cold,Low,1745.97,1.0,10.49,57.0,11.0,10.0,10.71,30.95,Average,Low,VRF
Retail,Warm,High,84063.64,1.0,13.78,6535.0,12.0,7.0,23.09,55.69,Excellent,High,VRF
Residential,Humid,Low,2353.99,1.0,8.35,39.0,7.0,17.0,28.21,91.74,Average,Low,Split AC
Office,Hot,Low,26374.36,2.0,11.31,728.0,11.0,24.0,40.99,26.74,Poor,Medium,VRF
Hospital,Hot,High,140226.01,10.0,14.32,6426.0,22.0,66.0,42.17,56.44,Good,Low,Central Chiller
Hospital,Cold,Medium,264927.95,14.0,16.53,30200.0,23.0,41.0,7.89,34.67,Poor,Low,Central Chiller
Residential,Hot,Medium,1920.74,1.0,10.78,25.0,6.0,38.0,43.97,53.34,Good,Medium,Split AC
Residential,Hot,Medium,2305.01,2.0,9.88,21.0,12.0,28.0,38.11,49.77,Average,Low,Multi-Split
Residential,Hot,Low,528.5,3.0,9.15,13.0,11.0,24.0,41.01,,Poor,Low,Split AC
Retail,Warm,Medium,63448.13,3.0,14.3,3245.0,15.0,22.0,28.85,48.87,Poor,Medium,VRF
Retail,Humid,Low,23158.08,1.0,12.9,3725.0,13.0,11.0,29.89,74.93,Average,Medium,Central Chiller
Hospital,Hot,Low,99628.25,5.0,10.18,5096.0,22.0,9.0,36.54,30.59,Average,Low,Central Chiller
Office,Cold,Medium,21913.24,1.0,13.91,1523.0,9.0,43.0,13.69,25.86,Poor,High,VRF
Residential,Hot,High,1129.95,1.0,10.2,11.0,6.0,23.0,36.89,46.56,Excellent,Low,Split AC
Residential,Cold,High,1163.26,1.0,10.48,13.0,7.0,34.0,15.39,31.43,Excellent,,Split AC
Residential,Warm,Low,1668.67,1.0,9.03,29.0,11.0,7.0,35.75,57.35,Poor,Low,Central Chiller
Residential,Humid,Medium,2161.5,1.0,10.98,43.0,7.0,18.0,28.8,58.29,Good,Low,Multi-Split
Office,Hot,Medium,47132.11,1.0,10.76,4158.0,11.0,18.0,35.18,39.22,Good,Medium,Packaged Unit
Residential,Hot,Medium,1495.13,1.0,9.67,20.0,7.0,34.0,,35.21,Good,Medium,Split AC
Retail,Hot,Medium,38278.37,2.0,16.93,2429.0,15.0,0.0,39.29,44.99,Average,Medium,Packaged Unit
Residential,Humid,Medium,500.0,1.0,9.24,11.0,6.0,24.0,30.94,70.91,Good,Low,Split AC
Hospital,Hot,High,106227.74,4.0,12.89,5620.0,21.0,56.0,39.28,34.24,Good,Medium,Central Chiller
Retail,Warm,Medium,41471.64,1.0,15.59,3743.0,14.0,14.0,33.59,52.71,Poor,High,VRF
Retail,Humid,Medium,69925.33,6.0,14.71,8402.0,10.0,19.0,33.14,86.63,,Medium,VRF
Retail,Cold,Low,39767.84,2.0,12.52,4767.0,11.0,17.0,19.46,39.92,Poor,High,VRF
Office,Hot,Low,27552.19,2.0,12.52,1304.0,11.0,11.0,42.09,36.08,Poor,High,VRF
Retail,Humid,High,68456.58,2.0,16.41,7699.0,10.0,11.0,37.1,86.89,Excellent,High,Packaged Unit
Residential,Humid,High,500.0,1.0,8.3,5.0,7.0,24.0,22.94,96.61,Good,Medium,Split AC
Residential,Hot,High,1796.92,1.0,9.34,24.0,13.0,19.0,32.65,44.19,Good,Low,Multi-Split
Industrial,Hot,Medium,45988.25,4.0,19.15,930.0,22.0,2.0,28.02,32.54,Good,Low,VRF
Residential,Humid,Medium,2863.88,1.0,9.86,61.0,9.0,36.0,28.65,80.93,Average,Low,Central Chiller
Office,Cold,Medium,49257.61,3.0,12.29,4211.0,10.0,25.0,13.79,42.45,Average,Medium,Packaged Unit
Residential,Hot,High,1576.37,1.0,10.44,44.0,8.0,10.0,32.28,37.55,Good,Medium,Split AC
Industrial,Hot,Medium,24767.25,1.0,24.47,753.0,15.0,0.0,37.21,32.15,Good,Medium,Packaged Unit
Residential,Hot,Low,1517.02,1.0,8.03,40.0,6.0,2.0,31.21,47.6,Poor,Low,Split AC
Residential,Hot,Low,2681.52,1.0,8.46,22.0,11.0,22.0,38.87,32.98,Poor,Low,Multi-Split
Retail,Warm,Low,79631.34,4.0,15.83,3225.0,14.0,25.0,25.56,49.82,Poor,Medium,Packaged Unit
Office,Cold,High,23743.92,1.0,10.17,930.0,8.0,0.0,12.63,36.21,Excellent,Medium,VRF
Office,Humid,Medium,22164.64,1.0,11.23,918.0,10.0,27.0,35.43,85.26,Average,Medium,Multi-Split
Industrial,Hot,Medium,107463.93,6.0,25.02,2739.0,15.0,51.0,39.77,26.88,Average,Low,Central Chiller
Residential,Cold,Low,1194.06,1.0,9.45,23.0,11.0,40.0,18.26,37.06,Poor,Low,Split AC
Residential,Hot,Low,2961.98,1.0,8.91,38.0,11.0,27.0,39.9,68.22,Average,Low,Multi-Split
Hospital,Warm,Medium,186242.6,13.0,15.84,7069.0,23.0,0.0,24.26,55.7,Good,Low,Central Chiller
Office,Hot,High,21469.61,1.0,10.5,1303.0,9.0,0.0,39.69,49.48,Excellent,Medium,VRF
Residential,Humid,Medium,1378.94,1.0,9.82,23.0,11.0,19.0,29.18,88.28,Good,Medium,Multi-Split
Residential,Hot,Low,2167.11,1.0,10.73,61.0,11.0,27.0,45.82,46.34,Average,Medium,Multi-Split
Residential,Hot,High,1543.37,1.0,9.54,51.0,12.0,20.0,33.97,34.48,Excellent,Low,Split AC
Retail,Hot,Medium,48620.67,5.0,15.56,3963.0,15.0,23.0,39.56,34.98,Average,Medium,Packaged Unit
Retail,Humid,High,30310.15,3.0,16.54,3464.0,13.0,25.0,34.7,80.14,Excellent,Medium,Central Chiller
,Warm,Low,65726.47,4.0,29.33,3100.0,21.0,33.0,26.2,43.37,Poor,Low,VRF
Residential,Warm,High,500.0,1.0,8.83,6.0,8.0,37.0,31.83,50.61,Excellent,Medium,Split AC
Residential,Warm,Medium,1571.97,1.0,9.08,21.0,6.0,25.0,23.63,51.08,Average,Low,Split AC
Hospital,Cold,High,41992.06,3.0,12.02,1269.0,23.0,26.0,18.76,,Good,Low,VRF
Residential,Hot,Medium,1009.69,3.0,9.33,27.0,7.0,16.0,36.88,25.48,Average,Medium,Split AC
Industrial,Hot,Low,102940.81,,28.99,3770.0,16.0,20.0,39.96,,Average,Medium,VRF
Hospital,Hot,Low,81353.51,4.0,10.76,3906.0,22.0,27.0,31.11,40.27,Poor,Low,Central Chiller
Industrial,Humid,Medium,52509.42,4.0,21.29,2058.0,15.0,5.0,33.1,72.01,Average,Low,VRF
Residential,Warm,High,1556.35,1.0,9.6,19.0,8.0,16.0,34.74,45.28,Good,Low,Split AC
Residential,Hot,Medium,1800.86,1.0,8.59,34.0,12.0,12.0,33.14,44.19,Good,Low,Split AC
Retail,Hot,Medium,79968.8,4.0,14.54,15546.0,12.0,15.0,32.25,49.57,Poor,Medium,Packaged Unit
Office,Hot,Low,38438.42,3.0,13.58,2053.0,8.0,42.0,33.04,35.47,Poor,High,VRF
Residential,Warm,Medium,874.71,1.0,8.16,18.0,8.0,22.0,35.68,65.21,Good,Medium,Central Chiller
Residential,Hot,Low,2002.04,1.0,10.0,47.0,11.0,5.0,41.29,55.49,Poor,Low,Split AC
Office,Warm,Low,25176.11,2.0,13.6,1956.0,11.0,25.0,22.08,51.03,Poor,High,VRF
Hospital,Warm,High,99017.34,1.0,14.97,7299.0,20.0,39.0,26.77,42.87,Excellent,,Central Chiller
Residential,Warm,High,2203.68,1.0,8.14,44.0,12.0,15.0,35.24,45.06,Good,Low,Split AC
Retail,Hot,Medium,61612.19,2.0,13.88,4745.0,14.0,0.0,41.66,51.73,Poor,Medium,Packaged Unit
Office,Humid,High,17401.04,1.0,12.47,366.0,10.0,53.0,33.0,88.79,Excellent,Medium,VRF
Residential,Warm,Low,2214.47,1.0,8.04,68.0,6.0,25.0,27.72,60.51,Poor,Low,Split AC
Office,Warm,Medium,40579.23,2.0,12.4,2103.0,11.0,46.0,32.08,51.91,Average,High,VRF
Hospital,Hot,Low,81209.45,1.0,10.83,10028.0,23.0,56.0,32.96,36.85,Average,Low,VRF
Office,Hot,High,13253.19,1.0,10.38,880.0,11.0,38.0,37.2,,Good,High,VRF
Office,Warm,Medium,38389.62,3.0,11.48,3975.0,11.0,12.0,32.27,49.65,Poor,High,Packaged Unit
Residential,Humid,High,2864.49,1.0,9.61,41.0,11.0,11.0,31.33,80.1,Excellent,Low,Multi-Split
Industrial,Warm,Medium,20947.8,1.0,26.7,830.0,13.0,11.0,28.86,46.89,Average,Low,Packaged Unit
Office,Warm,Low,50204.54,2.0,11.43,2987.0,11.0,29.0,32.7,41.75,Poor,Medium,VRF
Residential,Warm,Medium,2223.37,1.0,9.44,46.0,10.0,23.0,22.22,63.65,Good,Medium,Packaged Unit
Industrial,Cold,Low,38290.97,1.0,21.41,1664.0,14.0,3.0,10.5,32.81,Average,Low,Packaged Unit
Retail,Warm,Medium,39277.14,4.0,14.27,3699.0,12.0,30.0,31.08,42.52,Average,Medium,Packaged Unit
Hospital,Hot,Low,135325.47,,15.28,11216.0,20.0,54.0,37.59,57.45,Poor,Low,Central Chiller
Industrial,Hot,High,22879.69,2.0,22.51,648.0,16.0,35.0,36.1,30.32,Average,Low,Central Chiller
Office,Hot,Low,20803.71,1.0,10.7,958.0,11.0,52.0,38.85,44.62,Poor,High,Split AC
Residential,Warm,Medium,2176.86,2.0,8.94,22.0,8.0,24.0,25.37,78.38,Average,Medium,Split AC
Hospital,Cold,Low,201237.74,8.0,11.32,5406.0,23.0,35.0,14.25,35.59,Poor,Low,Central Chiller
Office,Hot,Medium,31671.38,1.0,11.88,2188.0,10.0,36.0,47.53,54.4,Good,High,VRF
Residential,Cold,Low,1716.42,1.0,9.03,17.0,6.0,15.0,19.01,49.71,Poor,Low,Split AC
Residential,Hot,Medium,1705.64,2.0,8.74,19.0,,16.0,39.54,36.72,Good,Low,Split AC
Hospital,Hot,Medium,113495.42,7.0,14.08,9859.0,23.0,18.0,35.09,39.54,Average,Low,Central Chiller
Office,Humid,High,21372.79,2.0,13.98,1416.0,,36.0,33.11,76.66,Good,High,VRF
Retail,Warm,Medium,38482.07,2.0,12.22,4317.0,14.0,24.0,27.63,40.76,Average,High,VRF
Residential,Cold,Low,2287.12,1.0,8.89,47.0,8.0,29.0,15.27,30.04,Poor,Medium,Split AC
Residential,Hot,Low,2480.72,1.0,9.02,44.0,10.0,0.0,37.2,30.16,Poor,Low,Split AC
Industrial,Hot,Medium,98458.79,5.0,15.06,4947.0,23.0,39.0,34.0,20.85,Poor,Low,Central Chiller
Residential,Humid,Low,1156.81,2.0,,15.0,9.0,15.0,27.54,87.19,Average,Medium,Split AC
Residential,Humid,Low,1522.29,1.0,8.48,10.0,,23.0,35.23,102.68,Poor,Low,Split AC
Office,Hot,Medium,47270.34,2.0,13.96,2589.0,9.0,0.0,38.71,23.72,Average,High,Split AC
Residential,Cold,Low,3688.63,1.0,,56.0,12.0,0.0,10.76,27.56,Poor,Low,Multi-Split
Residential,Warm,Medium,2743.76,1.0,,58.0,11.0,28.0,26.92,48.61,Average,Medium,Multi-Split
Retail,Hot,Medium,,1.0,14.14,,11.0,13.0,34.94,49.59,Average,High,Packaged Unit
Office,Cold,Medium,11214.05,1.0,10.81,939.0,8.0,23.0,14.56,38.93,Average,Medium,Multi-Split
Office,Hot,High,23748.97,1.0,11.8,1560.0,11.0,18.0,41.55,34.74,Good,Medium,Central Chiller
Hospital,Warm,Low,166430.24,8.0,16.07,11272.0,20.0,30.0,25.55,45.18,Average,Low,Central Chiller
Hospital,Hot,Low,113424.2,5.0,11.62,5410.0,23.0,25.0,41.9,35.76,Poor,Low,Central Chiller
Residential,Hot,Medium,2136.67,2.0,10.19,12.0,11.0,45.0,39.7,35.57,Poor,Low,Split AC
Office,Warm,High,43202.61,2.0,10.02,3071.0,10.0,19.0,33.99,44.13,Good,High,Central Chiller
Office,,High,25700.16,3.0,10.31,1835.0,10.0,12.0,35.89,58.94,Excellent,Medium,VRF
Hospital,,High,59673.38,6.0,,8450.0,22.0,23.0,29.22,61.29,Good,Medium,Central Chiller
Retail,Warm,Medium,56939.42,3.0,16.52,6064.0,12.0,26.0,26.7,52.79,Good,High,VRF
Residential,Hot,High,2170.03,1.0,8.3,32.0,12.0,3.0,42.2,35.76,Good,Medium,Split AC
Office,Warm,High,35286.26,2.0,10.21,1558.0,8.0,22.0,23.19,49.48,Good,Medium,Packaged Unit
Office,Warm,High,42232.25,4.0,13.37,1346.0,11.0,21.0,24.8,49.5,Excellent,High,VRF
Office,Warm,High,23699.21,1.0,10.58,2692.0,8.0,35.0,30.11,54.88,Excellent,Medium,Multi-Split
Office,Warm,Medium,12683.88,2.0,10.39,959.0,9.0,21.0,36.52,41.92,Average,Medium,Multi-Split
Residential,Warm,Medium,2078.71,1.0,9.09,76.0,12.0,23.0,28.39,39.87,Average,Low,Split AC
Residential,Hot,Medium,1554.76,,10.27,40.0,7.0,16.0,38.64,50.13,Average,Low,Packaged Unit
Residential,Hot,Low,611.58,1.0,10.83,8.0,7.0,21.0,39.95,38.05,Poor,,Split AC
Retail,Hot,Low,10705.11,1.0,17.76,936.0,12.0,16.0,39.02,39.69,Poor,Medium,Multi-Split
Office,Warm,Low,27085.41,1.0,12.0,1540.0,9.0,53.0,28.84,37.64,Poor,Medium,Multi-Split
Residential,Cold,Medium,1920.82,1.0,10.54,61.0,7.0,7.0,14.58,19.95,Good,Medium,Split AC
Office,Hot,Medium,40668.16,1.0,12.07,2193.0,10.0,14.0,34.87,44.65,Good,High,Split AC
Office,Cold,Low,16993.81,1.0,10.05,826.0,8.0,30.0,11.46,51.11,Poor,Medium,Multi-Split
Residential,Cold,High,870.16,1.0,8.97,22.0,7.0,25.0,14.63,46.0,Good,Low,Central Chiller
Retail,Humid,High,25444.87,1.0,17.17,1787.0,10.0,25.0,28.33,86.77,Good,High,VRF
Residential,Cold,High,2618.06,1.0,10.68,42.0,10.0,20.0,9.54,42.23,Average,Medium,Split AC
Retail,Hot,Low,51561.36,3.0,15.53,5598.0,10.0,8.0,42.71,27.91,Poor,Medium,Packaged Unit
Retail,Warm,Medium,37667.4,4.0,12.31,,10.0,19.0,24.14,48.03,Average,Medium,Packaged Unit
Residential,Cold,Medium,2747.55,1.0,9.35,66.0,9.0,10.0,11.75,28.57,Average,Low,Multi-Split
Residential,Humid,Low,544.26,1.0,9.72,6.0,11.0,30.0,27.23,82.91,Poor,Medium,Split AC
Retail,Warm,Medium,30578.07,2.0,12.01,1063.0,10.0,,34.87,56.1,Average,High,VRF
Residential,Humid,Low,2108.03,1.0,8.14,55.0,6.0,28.0,30.04,80.4,Poor,Low,Split AC
Hospital,Cold,Medium,124933.75,4.0,13.12,12772.0,21.0,18.0,14.17,35.79,Average,Low,Central Chiller
Office,Hot,Medium,45145.73,1.0,10.59,2346.0,10.0,25.0,36.7,48.83,Average,High,Packaged Unit
Retail,Hot,Medium,81643.2,2.0,15.7,12711.0,10.0,10.0,40.06,40.27,Average,High,Packaged Unit
Residential,Hot,Medium,1263.8,1.0,9.0,23.0,13.0,16.0,37.77,30.93,Good,Low,Split AC
Residential,Cold,Low,1751.66,1.0,9.84,44.0,9.0,11.0,11.55,47.85,Poor,Low,VRF
Residential,Cold,Medium,2473.09,3.0,8.53,25.0,7.0,12.0,12.65,28.26,Poor,Low,Split AC
Retail,Humid,Low,35649.44,1.0,16.72,4368.0,13.0,8.0,33.91,92.11,Poor,High,Packaged Unit
Office,Hot,Medium,4899.09,1.0,11.44,376.0,8.0,7.0,38.0,58.92,Average,Medium,Multi-Split
Industrial,Hot,Medium,104322.6,5.0,25.13,3194.0,13.0,45.0,43.15,32.67,Poor,Medium,Central Chiller
Industrial,Hot,Medium,45982.65,1.0,23.55,1658.0,22.0,0.0,43.19,46.45,Average,Low,Packaged Unit
Office,Hot,Medium,38786.83,1.0,10.72,2531.0,11.0,18.0,36.51,34.0,Average,Medium,Packaged Unit
Retail,Warm,,500.0,1.0,17.5,27.0,15.0,24.0,30.53,31.09,Excellent,High,Packaged Unit
Residential,Warm,Low,929.78,1.0,10.69,20.0,7.0,38.0,28.42,35.66,Poor,Low,Split AC
Hospital,Humid,Low,77421.64,5.0,13.76,7483.0,20.0,30.0,36.12,,Average,Low,Central Chiller
Office,Hot,Medium,9639.37,1.0,11.28,477.0,8.0,34.0,31.88,33.79,Good,Medium,Multi-Split
Industrial,Warm,Medium,138896.68,7.0,23.14,4964.0,12.0,36.0,32.98,60.22,Average,Low,Central Chiller
Residential,Cold,Low,1243.45,3.0,9.88,15.0,7.0,33.0,16.33,35.77,Poor,Medium,Split AC
Office,Humid,Medium,28362.48,2.0,10.76,1674.0,8.0,15.0,30.21,94.75,Good,High,Packaged Unit
Residential,Cold,High,2329.38,1.0,8.54,35.0,11.0,41.0,14.93,37.41,Average,Low,Split AC
Retail,Humid,Low,62712.25,2.0,13.87,4462.0,14.0,9.0,34.96,69.95,Average,High,VRF
Office,Hot,Medium,26401.39,1.0,11.51,1060.0,10.0,57.0,39.75,23.21,Average,High,VRF
Office,Warm,Low,14960.81,1.0,12.4,800.0,11.0,32.0,32.19,48.13,Poor,Medium,Central Chiller
Office,Humid,Medium,28979.18,1.0,12.92,1094.0,10.0,16.0,36.13,84.25,Average,High,Multi-Split
Industrial,,Low,61959.44,1.0,16.8,2751.0,20.0,43.0,20.17,20.86,Poor,Low,Packaged Unit
Residential,Cold,,3114.95,1.0,9.89,79.0,8.0,23.0,9.52,34.82,Average,Low,Multi-Split
Office,Warm,Medium,500.0,1.0,12.21,26.0,8.0,22.0,25.37,57.11,Average,High,Packaged Unit
Residential,Hot,Medium,1450.26,1.0,8.98,36.0,6.0,5.0,40.52,43.64,Average,Low,Split AC
